"KO.22","KO.23","KO.24","WT.22","WT.23","WT.24"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
24.8293898289835,25.04839075019,22.8203994729797,23.7403654655557,24.2305200857922,24.2303734927889
26.1112985550446,25.6957766994641,26.0135898386697,25.8987602376546,25.0333446908536,25.0650087965787
24.2830555616607,23.3145124388932,26.4425146694903,23.4141587443249,NA,23.8703248308165
NA,NA,NA,NA,NA,NA
23.8879040662514,23.177322810991,26.4906320379759,24.2917923623931,22.3479219275584,23.0675794433469
24.7437073596627,24.7895495644517,NA,24.160079452044,25.3953217939116,25.1259708612627
23.7304485767354,23.3353816309408,24.9735561909755,23.3136824292581,22.9142062733696,22.9459238623012
NA,NA,NA,NA,NA,NA
24.3342907461698,21.7166168627831,NA,22.8824661820565,24.0520864034446,24.0084696568814
NA,23.8327733750402,NA,NA,NA,NA
