Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,VL24 OCIAD1 KO MITOS,VL24 WT MITOS,VL23 OCIAD1 KO MITOS,VL23 WT MITOS,VL22 OCIAD1 KO MITOS,VL22 WT MITOS,VL24 OCIAD1 KO TOTALS,VL24 WT TOTALS,VL23 OCIAD1 KO TOTALS,VL23 WT TOTALS,VL22 OCIAD1 KO TOTALS,VL22 WT TOTALS,230712_blank_n1.raw (F25)+230712_blank_p2.raw (F26)
10.462,820.61969,+,335266963.6,Plasmanyl-PC O-40:6,Plasmanyl-PC,12,75021144.23,79441055.32,95205675.91,90715049.82,91797028.22,84672782.66,335266963.6,204948291.9,289340431.3,173822269.4,240367144,258943922.5,134735.5921
10.878,820.61902,+,425464846.9,Plasmanyl-PC O-40:6,Plasmanyl-PC,10,140396273.2,126513514.8,73987416.9,219730675.9,125053547.3,144030466,387706241.3,221811105.5,269554355.8,273353501.5,356994116,425464846.9,327050.5462
11.017,820.61902,+,309315418.7,Plasmanyl-PC O-40:6,Plasmanyl-PC,5,21838991.64,78054322.91,35316543.78,78486183.01,26265171.97,91238175.42,77008248.74,167986726.8,84180932.62,170009504.8,146503577.4,309315418.7,281126.3762
14.302,856.71356,+,633894947.2,Plasmanyl-PC O-42:2,Plasmanyl-PC,12,28143638.46,139907882.9,60397430.04,172122687.2,42661836.16,141426239.6,221164266.3,244634575.3,156976124,315076711.2,128090856.7,633894947.2,209108.6186
12.636,852.68164,+,131413195.2,Plasmanyl-PC O-42:4,Plasmanyl-PC,9,8076118.888,27070741.04,6039912.183,29182206.55,10116085.06,20951818.83,49481022.45,49134235.49,30172220.63,53902533.55,29741209.22,131413195.2,154985.4629
13.011,852.68164,+,64480764.65,Plasmanyl-PC O-42:4,Plasmanyl-PC,12,7818006.549,15705019.4,6470142.026,16416801.31,11457467.86,18019393.76,44102724.59,29133846.26,28601177.25,33989353.71,31401170.97,64480764.65,75973.83098
13.329,852.68188,+,109664479.2,Plasmanyl-PC O-42:4,Plasmanyl-PC,10,17572229.87,35784266.86,24000641.4,29852869.07,28095500.29,35215189.59,109640978,57304506.47,89097234.24,85878148.8,96283844.94,109664479.2,87134.40662
13.68,852.68811,+,41370028.86,Plasmanyl-PC O-42:4,Plasmanyl-PC,5,4235340.806,10411088.18,7844055.587,11948825.8,8071665.37,8260428.146,39191101.24,17016083.5,30691232.39,24153802.64,29819982.51,41370028.86,73005.31769
12.174,850.66608,+,321378207.2,Plasmanyl-PC O-42:5,Plasmanyl-PC,11,38359138.69,95862151.71,42365569.74,104879864.6,61894065.61,78632142.82,267340563.5,166218918.9,170408036.2,204788271.5,209873648,321378207.2,468633.6788
12.544,850.67242,+,63722988.76,Plasmanyl-PC O-42:5,Plasmanyl-PC,3,12283229.49,21795640.93,17437694.26,32803841.19,17759590.17,15900525.25,55260718.82,29818345.19,53754464.55,34971632.89,63722988.76,52136016.59,122169.4224
11.115,848.6507,+,54204809.43,Plasmanyl-PC O-42:6,Plasmanyl-PC,10,8707972.528,20319927.44,8464896.429,28100140.95,11987048.96,21603471.57,40755408.42,33589311.84,32346170.84,43451587.98,39269580.41,54204809.43,159340.0858
11.484,848.6507,+,93942267.66,Plasmanyl-PC O-42:6,Plasmanyl-PC,12,18187238.12,22333086.31,16579864.4,30662647.74,21579129.41,25765050.11,77418422.88,52597349.69,54627494.88,65329592.56,57647417.51,93942267.66,94183.94823
11.899,848.6507,+,212620984.3,Plasmanyl-PC O-42:6,Plasmanyl-PC,11,35919375,61755989.02,30022375.62,68603498.63,48291374.76,62376987.42,185094217.7,103713526.7,105248332.9,105517716.2,174403132.6,212620984.3,276176.575
13.65,880.71625,+,90175482.91,Plasmanyl-PC O-44:4,Plasmanyl-PC,12,6250974.517,23681878.21,7818803.656,25122278.88,9003057.015,22432190.08,46274979.73,45235429.72,28459400.72,46213957.8,34650691.67,90175482.91,262917.798
13.998,880.71625,+,60267671.1,Plasmanyl-PC O-44:4,Plasmanyl-PC,12,6134525.435,14870502.97,7589591.379,28376537.27,8568985.602,13782823.73,50474953.46,28772404.41,25991460.09,29388895.02,31763052.53,60267671.1,74671.89388
14.322,880.71661,+,70348192.2,Plasmanyl-PC O-44:4,Plasmanyl-PC,6,9083504.758,15671270.06,12644314.3,18441889.7,14130345.42,15715676.96,70348192.2,30247978.64,54889295.75,35918314.11,62989743.05,61912263.47,174316.5629
12.781,704.56116,-,25668537.46,Plasmanyl-PE O-18:0_16:0,Plasmanyl-PE,16,6212946.811,14228442.48,6987342.208,13577848.8,6673123.51,10760564.11,23250695.92,14257552.35,16468534.26,14152028.1,14340176.06,25668537.46,114148.245
10.261,752.56104,-,40709293.18,Plasmanyl-PE O-18:0_20:4,Plasmanyl-PE,6,14732178.15,19381526.99,12825335.28,22777190.9,19843619.59,21238821.95,36431673.19,25517619.97,25522544.47,32564691.49,24675710.51,40709293.18,58796.98046
10.303,676.52924,-,99468996.65,Plasmanyl-PE O-32:0,Plasmanyl-PE,12,27840047.19,59896994.81,25501120.05,50701211.77,20767376.83,47371752.01,83490329.11,68373843.6,46613246.52,66364160.08,40467338.66,99468996.65,69025.62069
11.712,676.52954,-,22053392.4,Plasmanyl-PE O-32:0,Plasmanyl-PE,12,4640851.034,12006977.39,4922962.244,11144197.86,4750020.478,9995293.147,15323578.45,11543432.1,10316373.7,12176367.09,6701906.36,22053392.4,230565.8057
13.81,732.59204,-,8900055.404,Plasmanyl-PE O-36:0,Plasmanyl-PE,15,1894520.037,4981207.444,2622075.507,4613681.473,2342983.891,2838354.546,8466271.853,4952938.12,5218600.595,4905499.167,5283638.928,8900055.404,135099.9139
12.706,732.58917,+,116721623.5,Plasmanyl-PE O-36:1,Plasmanyl-PE,13,21885481.34,75251660.72,28209433.45,81762369.13,19494567.05,54079725.36,57659592.1,86100129.78,74551240.85,82705011.26,18856585.24,116721623.5,201554.1812
10.134,748.55396,-,251071461,Plasmenyl-PC P-16:0_14:0,Plasmenyl-PC,12,69436730.7,85772966.04,66255709.07,72722353.48,48263201.66,55506387.71,251071461,108405907.8,160400285,107400650.9,168031703.9,137067174.5,65728.52104
10.397,762.56635,-,321556551.9,Plasmenyl-PC P-16:0_15:0,Plasmenyl-PC,10,35571505.5,164906178.9,29581063.99,119109741.2,55668128.48,112634091.4,133136690.5,219608125.9,72446769.05,162983576.7,59083255.07,321556551.9,159502.296
10.045,824.58246,-,267756845.6,Plasmenyl-PC P-16:0_20:4,Plasmenyl-PC,12,75405993.04,73917010.33,73530544.38,84453624.46,87753635.8,70301273.97,267756845.6,96451795.41,184724859.5,123348951,194264134.3,165683803,70302.62852
9.306,764.55737,+,603671967.7,Plasmenyl-PC P-16:0_20:5,Plasmenyl-PC,24,75295171.54,135230273.7,87474163.49,170946027.9,102090671.5,128919513.5,603671967.7,227503786.8,337103596.6,311137778.7,386769060,507697509.7,55955.64182
9.639,790.57275,+,512761138.8,Plasmenyl-PC P-16:0_22:6,Plasmenyl-PC,24,109453796.9,145350241.6,101406843.4,158220507.6,172318326.7,198105755.7,410944510.4,221406646.3,394886338.3,396138093.8,440865458.2,512761138.8,34310.00132
10.82,816.61353,-,28221103.33,Plasmenyl-PC P-18:0_17:1,Plasmenyl-PC,6,1789727.002,14486853.98,1261556.992,15446962.23,1632181.929,15201321.54,3662471.473,21276531.72,1704001.798,18864865.18,1789783.796,28221103.33,96902.73449
11.09,852.61346,-,97037178.9,Plasmenyl-PC P-18:0_20:4,Plasmenyl-PC,12,27175902.57,38936631.91,25380763.92,40370873.96,27501708.61,28861853.5,97037178.9,54740152.96,54055511.95,50840630.97,62972666.27,78692030.46,110607.06
10.163,878.62842,-,43228221.48,Plasmenyl-PC P-18:0_22:5,Plasmenyl-PC,12,10891622.61,26100490.32,10399258.49,24578287.55,7932634.882,21232424.73,31677486.56,34908886.12,18535240.04,34270015.83,18173757.7,43228221.48,86921.04277
10.65,818.60425,+,169367911.8,Plasmenyl-PC P-18:0_22:6,Plasmenyl-PC,23,28084241.94,58226087.67,27900042.03,77176823.69,32178055.76,69437082.22,118097668.5,99168861.44,73989008.79,145095501.3,102387642.2,169367911.8,51151.24683
10.307,800.58197,-,47084811.06,Plasmenyl-PC P-18:1_16:1,Plasmenyl-PC,5,11808415.93,24936666.93,10804848.13,23191645.24,13021962.87,20244149.95,36387983.61,33736242.98,24102629.66,31458388.37,25556673.66,47084811.06,136960.7378
9.294,790.57275,+,325737346.1,Plasmenyl-PC P-18:1_20:5,Plasmenyl-PC,21,42935863.85,100081349.4,43314518.46,122778458.7,54205834.04,88370471.32,268759872.9,164984877.3,155808428,208830066.2,200774220.3,325737346.1,83110.40287
9.608,816.58838,+,399112230.6,Plasmenyl-PC P-18:1_22:6,Plasmenyl-PC,23,63245591.44,114194882.9,68128403.95,138595789.7,101436705.3,159517563.1,223454603.9,210667982.9,180433371.5,269036835.2,268541674.6,399112230.6,41892.86238
12.135,880.64459,-,15003586.46,Plasmenyl-PC P-20:0_20:4,Plasmenyl-PC,12,3025733.305,5081358.06,3563773.595,4718692.884,4020046.627,3577294.96,15003586.46,5661333.489,7959873.991,5721496.111,9998060.533,9180810.446,555739.8968
11.236,776.5835,-,762693912.3,Plasmenyl-PC P-32:0,Plasmenyl-PC,4,210334968.7,237254400.4,217318682.7,238037637.3,207591527.8,158887661.9,762693912.3,285713506,509534091.1,285230947.6,509351649.3,390999010.3,76701.42081
10.169,716.55841,+,2224748983,Plasmenyl-PC P-32:1,Plasmenyl-PC,23,179160113.1,809123930,611415588.1,945495241.8,232930903.9,716270394.4,681378034.1,1541785203,563609237.4,1665380067,709534572.5,2224748983,565309.4032
10.316,716.55841,+,3178875754,Plasmenyl-PC P-32:1,Plasmenyl-PC,14,295905175.3,819356985.5,317186207.5,936470274.5,395736697,1051276213,1171319649,1777475505,974314092.7,1919275044,1288594623,3178875754,773292.1594
10.84,790.59814,-,127689345.1,Plasmenyl-PC P-33:0,Plasmenyl-PC,6,2613979.553,62229445.97,1792639.974,62200629.15,3199474.157,61675338.78,7369410.786,85889761.06,1963764.295,92142483.32,4618496.53,127689345.1,146626.1957
10.466,802.59753,-,204806214.8,Plasmenyl-PC P-34:1,Plasmenyl-PC,6,35117448.4,97055323.91,27177814.36,96435273.12,29891358.04,96910571.76,111623224.4,127825401.5,68710978.62,140778196.5,60312746.67,204806214.8,139755.0114
11.208,802.59772,-,772622603.3,Plasmenyl-PC P-34:1,Plasmenyl-PC,12,174160159,369841262.6,181152400.7,387769208.6,195714338.7,319202138.5,757145549.9,469879827.7,490878954.4,540245267.6,461625127.1,772622603.3,109702.0219
11.332,830.62872,-,426261567.3,Plasmenyl-PC P-36:1,Plasmenyl-PC,12,69046791.99,204904320.6,56675465.18,206517215.3,61629842.62,205869522.9,231167138.6,296427269.1,149094108.3,277502765.5,129248846.1,426261567.3,134979.8139
12.266,830.62872,-,232043994.2,Plasmenyl-PC P-36:1,Plasmenyl-PC,12,37266516.26,99291695.82,36254509.98,100853686.7,37007013.41,89373904.58,181090584.4,130587820.2,88220744.21,142628220.9,92410963.17,232043994.2,254409.4456
10.444,828.61322,-,43651040.39,Plasmenyl-PC P-36:2,Plasmenyl-PC,2,4679617.085,18451414.68,4800999.16,21081842.28,5554061.003,20347589.33,20229714.12,29032018.81,8670454.482,29012565.88,8677688.684,43651040.39,135719.3486
11.152,828.61322,-,325538506.2,Plasmenyl-PC P-36:2,Plasmenyl-PC,12,55359609.66,162125819.4,47235870.64,152735508.2,54018908.46,139944053.9,209020535.4,214766971.2,127468675.2,216648459.4,125165845.9,325538506.2,145237.9288
12.147,856.64484,-,56089699.98,Plasmenyl-PC P-38:2,Plasmenyl-PC,7,8509339.31,23274594.05,6348753.099,23157850.52,6048540.304,20317492.54,35340092.93,30362340.64,16943231.02,34090501.21,14639165.52,56089699.98,699754.8389
12.313,856.64496,-,55252246.1,Plasmenyl-PC P-38:2,Plasmenyl-PC,3,12982483.88,19196543.97,13761141.96,16175361.57,15607412.53,13181890.96,55252246.1,18311516.34,40120627.87,17819413.11,43250033.92,25263525.03,142545.3857
10.653,854.62854,-,27002129.61,Plasmenyl-PC P-38:3,Plasmenyl-PC,6,2840790.909,16709588.14,2843894.894,14914968.42,4125083.999,16117111.08,9521020.249,20801306.22,2811853.223,19856917.79,3244732.205,27002129.61,104957.1466
11.611,854.62854,-,50074613.3,Plasmenyl-PC P-38:3,Plasmenyl-PC,12,12932320.23,22224239.76,10772271.74,24192137.66,12280972.85,20579395.25,43604037.67,31794904.72,27987243.54,33169553.19,32120453.15,50074613.3,445644.5007
10.2,852.61353,-,212120358.2,Plasmenyl-PC P-38:4,Plasmenyl-PC,12,65958785.45,104434728.2,59874453.85,112342119.9,71334937.22,98679328.57,212120358.2,149495327.8,152307984.2,160612319.8,130508520,207624831.8,78061.05343
10.798,852.61346,-,33080518.71,Plasmenyl-PC P-38:4,Plasmenyl-PC,8,13532280.01,14453771.27,10458671.96,14498964.68,10920225.99,13788424.9,33080518.71,20249662.75,23539439.42,21326349.61,23950457.25,30675197.6,110021.356
9.485,850.59753,-,23708119.61,Plasmenyl-PC P-38:5,Plasmenyl-PC,12,5764415.626,12564071.24,4887009.831,14786682.8,6937571.536,11790685.8,23252230.51,19493828.83,13513911.65,20913734,12482351.61,23708119.61,59226.27705
10.014,850.59808,-,196999715.6,Plasmenyl-PC P-38:5,Plasmenyl-PC,12,60981119.98,92347677.62,57926649.52,95622845.82,66487696.32,80826723.69,196999715.6,114505973.5,129358164.1,137307318.8,133450597.9,160192192.1,112649.6388
11.644,880.64453,-,29298365.72,Plasmenyl-PC P-40:4,Plasmenyl-PC,5,956958.7594,14654602.49,9255233.77,3298100.742,1234559.192,2471715.774,22651325.4,4622597.228,13420789.8,23180619.24,14402498.98,29298365.72,443267.9779
11.057,878.62927,-,38221991.64,Plasmenyl-PC P-40:5,Plasmenyl-PC,7,11995417.91,14591285.81,7693592.646,19657190.44,12037799.89,19982980.78,38221991.64,23625430.34,18380186.08,21406946.26,25873517.21,29399212.22,239914.6727
8.939,718.48279,-,12115691.2,Plasmenyl-PE P-14:0_22:6,Plasmenyl-PE,10,3490634.026,3442894.001,4941250.38,3842694.02,4344995.477,1889968.211,12115691.2,3815119.156,9493615.994,3692849.538,9303049.305,5033184.342,45325.89699
10.123,696.49841,-,21711400.71,Plasmenyl-PE P-16:0_18:3,Plasmenyl-PE,7,4513214.159,12644032.32,5356142.489,11114100.36,4143925.101,6407955.313,17673265.35,8579723.225,13413283.43,11957019.57,9379101.259,21711400.71,92689.64033
12.032,714.54541,-,188827248.8,Plasmenyl-PE P-16:0_19:1,Plasmenyl-PE,24,39294894.28,102937367.5,35893048.4,116183034,41194438.36,46571310.37,156948037.1,115302514.6,112539084.2,120199051.4,107590973,188827248.8,271550.5997
11.161,724.53033,-,325842679,Plasmenyl-PE P-16:0_20:3,Plasmenyl-PE,24,76160303.37,151746000.5,84684156.08,171200289.8,83066827.78,107860368.8,325842679,157389173.3,210937652.6,172257268.1,202292896.6,299743210.3,75890.24466
10.317,722.5144,-,2789584066,Plasmenyl-PE P-16:0_20:4,Plasmenyl-PE,24,872966894.4,1149516416,1156052031,1402255046,1052814048,715552713.2,2789584066,1212698919,2603321878,1447125945,2337285115,1948777483,269917.5217
9.58,720.4986,-,550308573.4,Plasmenyl-PE P-16:0_20:5,Plasmenyl-PE,23,137675089.6,234997438.1,165379657.9,275411975.2,153476829.5,135981309.9,550308573.4,248217854.6,419096091.6,283259179.1,360298097.5,374756531.9,55728.47728
9.936,746.51428,-,3928299196,Plasmenyl-PE P-16:0_22:6,Plasmenyl-PE,24,1361282146,1380493497,1586719304,1741620818,1517291207,888972429.6,3928299196,1466527696,2998959288,1650280309,3297297764,2116739582,411968.7821
12.83,716.56085,-,31397046.91,Plasmenyl-PE P-18:0_17:0,Plasmenyl-PE,14,3263574.37,14542481.71,3864770.357,16662407.74,3442166.694,11136326.94,16011015.43,15197379.72,10179003.84,16905442.14,9079667.737,31397046.91,157306.5457
11.917,752.56165,-,743391165.2,Plasmenyl-PE P-18:0_20:3,Plasmenyl-PE,24,175955523,267557421.2,219242919.1,280677042.4,145079658.3,156520852.3,743391165.2,268041269.4,468806614.6,296418049.7,460865983,461055096.5,144505.7518
12.221,752.56128,-,189395531.6,Plasmenyl-PE P-18:0_20:3,Plasmenyl-PE,24,45594843.15,99729796.4,54926002.08,104251498.3,47304021.9,67996877.49,177593720.9,101357166.3,122938293.2,107776387.5,112138914.6,189395531.6,405353.5984
11.37,750.54565,-,1605238313,Plasmenyl-PE P-18:0_20:4,Plasmenyl-PE,24,472797541.3,656005749.7,655766220.2,799777820.9,565262061.5,444498475.2,1605238313,684830722.3,1309950888,832744988.7,1348403202,1104729218,234703.8859
12.105,778.57623,-,362994546.3,Plasmenyl-PE P-18:0_22:4,Plasmenyl-PE,24,90972892.77,124988878.5,120095662.3,161469303.9,101085746,66085519.22,362994546.3,130704064.1,294143832,157215301.3,277906683.1,196685588.7,526723.0915
11.316,776.56042,-,416845356.9,Plasmenyl-PE P-18:0_22:5,Plasmenyl-PE,19,89916358.97,137130367.2,125879254,166671206,118247595.6,115909893.2,391256943.7,219408945.6,353536809.5,260982458.3,416845356.9,383760161.6,90556.53254
10.973,774.5451,-,1573817128,Plasmenyl-PE P-18:0_22:6,Plasmenyl-PE,24,594148486.7,640320925.1,678727550.9,778635764.2,636218060,396918042.3,1573817128,683863021.9,1156600194,819506089.2,1399914674,999460655.1,228947.1471
11.82,714.54541,-,152451367.8,Plasmenyl-PE P-18:1_17:0,Plasmenyl-PE,17,24054974.74,87999861.79,34207401.41,97537312.23,27848250.16,52399882.33,96917452.29,92470556.44,66899471.71,96168905.78,69050457.79,152451367.8,162231.7435
10.935,712.53027,-,49537069.42,Plasmenyl-PE P-18:1_17:1,Plasmenyl-PE,20,9089119.474,27322090.71,10118751.61,26626737.41,9933790.243,16067272.08,29885770.44,27056899.94,23870952.02,28428868.02,21994817.1,49537069.42,335191.9198
9.542,748.52667,+,94334303.76,Plasmenyl-PE P-18:1_20:5,Plasmenyl-PE,13,22571421.71,37356373.29,28182944.67,48344332.48,34991886.22,36566578.6,91420705.16,61389065.08,76236410.57,73007176.09,93006363.73,94334303.76,47766.98307
10.222,774.5434,-,211103317.2,Plasmenyl-PE P-18:1_22:5,Plasmenyl-PE,22,38654240.02,69951782,63582434.54,104011101.8,59341956.36,66473114.42,186472504,118816997.2,156687376.3,139061489.7,162471188.7,211103317.2,278381.657
10.565,774.5451,-,433905614.5,Plasmenyl-PE P-18:1_22:5,Plasmenyl-PE,24,92752217.08,101144918.7,132360711.1,117996767.3,113388347.5,68808781.88,433905614.5,101544650.5,299283373.7,119740066.4,305511895.5,163072736.6,79716.19727
9.898,772.5296,-,1412020974,Plasmenyl-PE P-18:1_22:6,Plasmenyl-PE,24,424352568.2,551303745.7,520886618.3,667391915.7,545077829.2,327797732.4,1412020974,570256389.8,1079262189,630132811.7,1130395753,819843638.1,134859.7818
12.322,730.57764,-,38923643.63,Plasmenyl-PE P-20:0_16:0,Plasmenyl-PE,6,9147445.647,9896966.203,8792329.22,12040708.67,6223416.658,7749958.976,38923643.63,13043518.77,20464125.77,11996587.77,16364707.21,17432959.17,121976.6012
13.26,780.5929,-,26483030.72,Plasmenyl-PE P-20:0_20:3,Plasmenyl-PE,7,5809155.432,11676059.67,7597628.469,12616550,6215417.928,7556129.966,26483030.72,12113202.08,18524746.93,12000684.89,17207506.98,23884288.74,217061.8507
12.414,778.57623,-,236408191.9,Plasmenyl-PE P-20:0_20:4,Plasmenyl-PE,22,57378699.93,85083117.55,82568696.73,105065530.8,71833651.22,50469132.42,236408191.9,87742480.97,199763266.8,108133372.1,206467283.7,149903657,111331.6109
12.323,804.59088,-,130729267.1,Plasmenyl-PE P-20:0_22:5,Plasmenyl-PE,25,22875513.93,40078525.5,113469110.9,47263429.26,50176886.59,25155911.25,102340495.6,39800957.57,130009893.7,56886577.63,130729267.1,60547059.11,198062.287
11.999,802.57715,-,190251228.9,Plasmenyl-PE P-20:0_22:6,Plasmenyl-PE,25,49927046.22,74496869.64,71715558.14,87809173.86,63811012.29,43878825.01,190251228.9,72257531.2,156022194.8,89056015.2,173350035.6,121696707.3,109374.3411
11.536,674.51434,-,134188850.1,Plasmenyl-PE P-32:0,Plasmenyl-PE,24,33428507.44,31065958.75,45756310.87,36445721.32,36704030.31,20866273.93,134188850.1,33326750.39,97137581.52,38863577.47,86892288.51,54167714.9,101124.4418
10.44,672.49847,-,268856980.9,Plasmenyl-PE P-32:1,Plasmenyl-PE,24,68867387.01,140107964.8,101935917.2,162245857.7,70475001.01,99287458.6,253873716.5,161810937.9,198664757.6,179773163.4,170200420.7,268856980.9,76225.22532
11.768,688.52966,-,51997210.2,Plasmenyl-PE P-33:0,Plasmenyl-PE,18,4989973.274,27401498.5,6150896.655,28128818.35,5376266.262,17722089.6,19442930.6,27103402.67,13000733.47,30700357.81,12137238.25,51997210.2,252267.5569
10.978,686.51373,-,90721323.95,Plasmenyl-PE P-33:1,Plasmenyl-PE,24,16208322.51,46611322.57,26126441.69,51895870.24,16478326.55,29624158.09,64668409.52,51645760.41,47329404.36,56452193.5,46480681.26,90721323.95,278682.7027
12.604,702.54608,-,61758569.66,Plasmenyl-PE P-34:0,Plasmenyl-PE,23,9832313.437,10224382.18,14413079.38,20066595.77,13760142.07,10200278.04,56117521.14,16575335.89,54407843.87,24084353.78,61758569.66,39542008.07,66031.98853
11.504,700.52997,-,3773503558,Plasmenyl-PE P-34:1,Plasmenyl-PE,24,944448468.6,1288452034,1325165226,1575367937,1032667570,871824875.4,3773503558,1427068432,2822098316,1642894769,2530875749,2412476719,438186.493
10.516,698.51422,-,385238274.5,Plasmenyl-PE P-34:2,Plasmenyl-PE,42,93501715.86,258379812.6,104716607,184512754.4,32617340.53,114076281,369502735.5,187218265.2,278481110.4,209785208.4,183903926.9,385238274.5,121529.7094
13.641,730.57581,-,39183828.81,Plasmenyl-PE P-36:0,Plasmenyl-PE,22,9558642.657,10128982.38,13452836.24,11134110.6,11005484.97,5522231.922,39183828.81,10239770.61,23729263.45,10550869.08,27501025,15395446.67,130273.2052
12.54,728.56152,-,1959714675,Plasmenyl-PE P-36:1,Plasmenyl-PE,24,479075523.5,722443597.1,605471015.1,828402323.5,471719718.2,459891357.7,1959714675,770467467.2,1614762112,852885158.2,1233156481,1339743974,270528.235
11.441,726.54565,-,1547799971,Plasmenyl-PE P-36:2,Plasmenyl-PE,24,401197982.6,550882661.1,533472499.4,574537423.7,362566271.6,358779848.4,1547799971,583247382.2,1211917503,667181297.8,1138627993,948845111.9,131407.5667
10.813,724.52997,-,250195418.9,Plasmenyl-PE P-36:3,Plasmenyl-PE,15,80898269.71,131182651.4,123932740.4,122630879.8,45926488.6,65376746.9,185022534.6,109058516.7,120573344.8,135905967.1,111255713.4,250195418.9,109106.4607
13.576,756.5929,-,747367543.7,Plasmenyl-PE P-38:1,Plasmenyl-PE,24,158675519.9,202181007.3,216234283.6,229748184.1,158312433.4,126075272.5,747367543.7,218280252.9,483197482.5,236025434.3,387009448.7,377713437.4,242514.3002
12.439,754.5769,-,369633117.2,Plasmenyl-PE P-38:2,Plasmenyl-PE,18,89678178.2,128662741.8,117274012.5,136255958.1,93110600.67,80218704.18,369633117.2,132728272.5,266815295.1,181780382.2,250217846.6,222806247.7,169221.2398
12.654,754.5769,-,652322101,Plasmenyl-PE P-38:2,Plasmenyl-PE,19,126140891.7,169776327,152539908,180759485.6,117794937,91884532.52,652322101,184258598.7,356359503.2,132684827.5,365574208.2,274466293.8,165143.7206
11.06,750.54565,-,569342809.3,Plasmenyl-PE P-38:4,Plasmenyl-PE,23,95353924.64,139544916.4,148592203.2,193686035.8,156632740.7,98646310.55,473200239.2,231295558.7,489414581.9,245974242.9,569342809.3,429480473.8,217819.7785
10.278,748.52954,-,2752976015,Plasmenyl-PE P-38:5,Plasmenyl-PE,24,852009699.5,1145759954,981266403.3,1345435707,834005645.8,650860811.8,2752976015,1115099430,2193579222,1299696652,2045994899,1827319226,296453.0668
10.662,748.52954,-,605734120.8,Plasmenyl-PE P-38:5,Plasmenyl-PE,14,156667190.1,210053346.4,193698679.9,261538182.9,157063688.4,118833284.4,605734120.8,206314617.9,445827043.6,251806464.4,443960116.1,361093856.7,139285.0842
13.456,782.60846,-,152321443.2,Plasmenyl-PE P-40:2,Plasmenyl-PE,21,23456663.65,32446464.66,26697009.34,33922622.83,33109363.1,23112786.08,152321443.2,44377758.38,94778736.73,67625559.16,102166361.7,105183628.9,315813.8944
13.65,782.60846,-,66881296.57,Plasmenyl-PE P-40:2,Plasmenyl-PE,11,8073713.67,16536082.07,17725385.19,19752474.6,11865766.97,13097515.01,46694099.4,21794700.74,58974094.53,29910064.7,66881296.57,43997193.19,106733.6402
11.711,776.56073,-,80995575.5,Plasmenyl-PE P-40:5,Plasmenyl-PE,16,20898472.8,39820363.15,35883378.95,47804301.43,23967802.19,23154614.47,80995575.5,41807010.15,57137899.27,36034029.23,65146050.66,65820051.35,422555.005
13.136,806.60901,-,33642043.28,Plasmenyl-PE P-42:4,Plasmenyl-PE,12,8578529.105,13178646.09,10664608.15,14830029.43,9165094.071,7723647.627,33642043.28,12867501.77,26229456.64,13722648.52,25386527.08,21053622.6,136992.022
10.526,788.54541,-,3631021495,PS 18:1_18:0,PS,23,632553200.5,914649476.7,1430552990,1139832205,1277132670,809839163.2,2009388321,1089114821,2624281779,1081275340,1673308491,3631021495,258538.9649
9.479,786.53021,-,911828852.6,PS 18:1_18:1,PS,24,171070858.2,242528847.3,119868253.1,267983842.1,535637612.3,275204560.5,911828852.6,367024383.9,807020693.5,411991097.5,791417206.4,479519757.6,107655.9153
13.598,814.55164,-,6850095.227,PS 18:1_20:1,PS,12,3922057.512,3646163.215,6850095.227,4777474.859,3290803.993,1522099.564,6299389.827,2739109.45,6716077.668,2907832.438,4855115.725,4709061.764,236668.645
12.738,844.60901,-,941835225.4,PS 18:1_22:0,PS,23,165571075.4,260586966.2,299041519.8,260325192.3,166224510.9,103436196.8,941835225.4,255252358.9,657703747.4,295162857.8,602213049,452819948.2,724701.0758
11.601,842.59247,-,702584402.5,PS 18:1_22:1,PS,22,187766591.1,317890996.4,343527733.1,275219822.9,159498096.7,136751205.7,514949076.6,264440994.9,599923214.8,310362538.4,702584402.5,449276175.7,849799.6789
13.63,872.64008,-,507531841.3,PS 18:1_24:0,PS,20,74966253.34,92997009.84,123712055.7,98138378.26,80652010.08,38735916.04,507531841.3,102914957.7,311354239,112359472.3,311511866.2,166019448.6,558479.7639
8.918,784.51453,-,50565124.42,PS 18:2_18:1,PS,19,9329365.972,26524470.85,12268192.89,35935484.71,6678041.155,14039011.25,50565124.42,29327639.37,27325856.89,36731190.48,23557862.33,46003339.2,183866.7533
8.588,732.4834,-,109109471.1,PS 32:1,PS,23,11381091.77,43910729.05,15878902.62,44355761.59,17207467.39,17495567.02,109109471.1,51994198.9,35416488.7,60090507.05,31186757.83,78192501.54,100118.8453
9.432,762.52698,+,417115767.6,PS 34:1,PS,3,26587452.3,114525517.7,69889029.1,156505206,29412377.81,81544173.64,265101289.9,231399991,219255620.7,294235704.1,216176151.6,417115767.6,269606.3541
8.656,758.4986,-,100608699.4,PS 34:2,PS,18,30848355.99,31570376.36,25432914.08,38259520.06,12734075.54,30999573.05,100608699.4,30783116.48,71738692.07,36875898.46,49041956.43,49432223.14,166045.7677
9.016,772.51447,-,16028277.07,PS 35:2,PS,10,3364417.398,4880120.462,4425509.92,5961598.109,7249215.304,4951131.052,14125706.14,9034505.207,12975494.78,14068835.7,16028277.07,13964451.66,51078.24769
