Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,VL24 OCIAD1 KO MITOS,VL24 WT MITOS,VL23 OCIAD1 KO MITOS,VL23 WT MITOS,VL22 OCIAD1 KO MITOS,VL22 WT MITOS,VL24 OCIAD1 KO TOTALS,VL24 WT TOTALS,VL23 OCIAD1 KO TOTALS,VL23 WT TOTALS,VL22 OCIAD1 KO TOTALS,VL22 WT TOTALS,230712_blank_n1.raw (F25)+230712_blank_p2.raw (F26)
9.481,649.51874,+,194334700.7,,,12,51550327,44106474.04,63699865.75,63560509.08,88295430.18,55202931.38,175429416.3,80030216.27,165474209.6,98270806.29,194334700.7,130010688.2,48786.41178
9.482,742.57349,+,75666567.92,,,3,3264176.793,20428426.49,3249763.758,17981058.01,4297894.429,21103817.17,22250230.67,38891843.14,12697820.99,44050171.15,12673450.42,75666567.92,95521.27569
9.483,754.57074,+,4064701.4,,,2,526657.3572,737468.4267,668065.1223,1452683.583,934193.735,1081311.011,3880576.376,1673715.987,1864446.136,3249430.59,2590938.461,4064701.4,50818.00504
9.486,623.50281,+,121100798.1,,,12,26195959.65,34743910.59,36550218.32,47590632.45,45673216.86,39822245.42,98666344.42,60412261.79,92702813.6,72287771.06,121100798.1,105312330,40336.08715
9.49,1550.04944,-,5918965.17,,,3,1178031.637,2507308.967,1132441.609,2463259.039,674091.3786,791466.2405,5697456.169,3067773.063,3784210.252,3539377.279,3195644.813,5918965.17,53203.41683
9.497,836.58148,-,7071509.805,,,8,2118194.363,4039577.815,906025.5171,5078361.863,2059674.973,2612088.573,7071509.805,6074857.141,2547002.869,5403612.144,4152403.158,6114667.373,73452.27288
9.499,565.51892,+,13007958.98,,,3,608538.3668,2844210.965,609519.0188,2427863.215,567440.736,2588773.464,4704798.973,6300068.832,3623073.237,8579375.351,3719310.026,13007958.98,58741.65471
9.5,937.58215,-,30680766.33,,,8,4801363.274,4511098.074,5815568.46,5040076.813,4716481.791,2265290.194,30680766.33,7278669.705,19477096.41,8867777.309,19792854.75,9514999.388,48040.29106
9.502,700.52478,+,9039045.17,,,2,1016140.702,3320976.649,1025265.495,3445121.634,1052671.791,3905953.204,2758578.985,6297187.66,3047812.909,6430834.488,3123097.713,9039045.17,47266.58364
9.502,952.52997,-,5436403.096,,,2,2970449.013,2055469.913,3233084.846,2308853.346,4370978.122,2571942.852,3316337.95,2063079.199,5436403.096,3082506.673,4987726.875,2480883.46,61341.11265
9.506,946.51288,-,10472984.07,,,8,4958500.449,3949582.211,5372493.718,4893411.782,6951968.837,4692515.835,8646897.45,5618046.946,8525582.116,5531305.092,10472984.07,6273872.467,69437.35908
9.511,615.53436,+,74302172.99,,,11,6524558.806,14183609.6,8104650.572,14288544.34,7638029.974,15504107.44,46150123.45,37183036.84,31030593.54,42593498.11,41836132.25,74302172.99,41919.96643
9.52,810.56628,-,8167558.641,,,5,2370597.72,4540809.733,1489840.293,4441509.486,2253371.686,4518900.933,7831463.789,6461510.899,5637027.757,5837149.936,4533703.201,8167558.641,44987.8231
9.523,873.54993,-,198806259.2,,,12,34240349.12,75511273.51,36640225.19,68991162.38,27271184.69,54756726.67,191408467,119701443,109362004.6,134926891.1,113989537.7,198806259.2,50139.33123
9.526,842.56384,+,16059134.15,,,9,3169104.54,3494986.648,3741762.63,7041952.601,4944119.75,8235729.076,5870180.623,12186914.93,7524986.32,16059134.15,13688801.52,15416093.68,44018.63318
9.533,845.5553,-,61382883.44,,,9,5981565.184,28981698.52,5921273.693,9975276.699,4410379.343,9298342.246,33290875.61,42029009.67,20808068.59,41570253.93,14275069.33,61382883.44,81683.07543
9.535,846.48431,-,2915632.303,,,4,2915632.303,2117170.584,2690859.183,2010742.682,2192887.465,1551916.914,1052337.124,1872896.291,2160723.173,2302340.491,2159829.17,1580664.322,53556.26856
9.546,587.53912,+,9912651.538,,,2,1097951.134,1672335.93,701726.8165,1706642.109,837622.3422,2545076.967,6653255.459,4994823.839,3516099.962,5095842.552,4195360.404,9912651.538,39648.29963
9.549,884.60516,+,41205271.5,,,7,15114414.93,13995348.34,21292318.92,12576956.51,19537838.17,14670136.07,19144005.69,16901101.84,31942419.72,28625075.64,41205271.5,21060902.64,64465.2947
9.573,750.5625,+,15967101.05,,,3,3299090.238,3076874.239,5715117.889,3877889.836,5277899.801,2246583.378,12901561.5,6634802.775,13016199.58,8070068.264,15967101.05,7750446.73,36261.3124
9.585,878.59277,-,34006319.41,,,12,11302996.33,17262176.53,11273134.09,18260956.94,12632471.48,15354422.11,34006319.41,22345362.08,28552330.08,24973504.89,23955443.25,32746648.25,66749.85597
9.595,776.57922,+,81820617.19,,,11,19637633.15,18143156.55,34235689.76,23605529.13,26289706.43,11026494.03,78228457.51,25886234.82,74269640.71,33795310.29,81820617.19,49310430.85,36472.69944
9.597,1554.09253,-,6058927.129,,,2,1318325.155,3203109.37,713494.481,2259489.636,1090343.363,696013.05,6058927.129,1734232.622,3434050.955,2194122.817,2299537.997,3531706.236,81233.17246
9.598,1529.078,-,7661647.224,,,2,1518704.505,2487310.752,2175834.214,3172091.749,1886089.22,914040.7683,7661647.224,2413934.389,5443913.278,2958408.13,5164347.914,5043979.155,40218.54282
9.6,934.57941,-,10629507.41,,,4,4711663.318,4688379.684,6087742.438,5626964.162,7475494.001,5084718.789,8175916.789,7138147.7,10629507.41,7416377.873,10567602.69,8284633.235,59900.65446
9.603,908.56427,-,93804126.8,,,7,16038233.31,11250880.58,19485725.58,12080034.83,19450611.3,6054621.139,93804126.8,15533790.91,67771489.81,20731089.14,73357610.99,25383327.28,59313.87503
9.619,823.56293,-,162329075.4,,,2,54418629.15,34573765.52,58892654.79,39880460.1,71889896.33,31286708.73,128422018.1,49050858.29,162329075.4,58295085.5,137493117.9,59507131.52,146208.5469
9.623,920.63397,-,11935988.22,,,5,4758278.368,3193608.781,4553942.704,4397954.328,3146646.986,2388955.224,11935988.22,4046712.569,9028857.729,7237199.377,7800624.52,7789363.304,88014.61632
9.63,1568.08997,-,14009328.06,,,2,954903.7318,1968720.817,1713726.005,3243940.05,2166840.355,1214934.564,14009328.06,2247022.292,5113451.405,3874605.311,5161455.504,7368114.443,89926.06819
9.633,669.44531,+,16827094.34,,,4,10354624.11,6292357.754,10059239.01,6975456.614,14568059.02,8622485.331,10423594.5,13237700.98,12698940.7,14600941.33,16827094.34,13964637.4,39914.79822
9.635,826.56207,-,147092132.7,,,10,69696759.55,37851857.45,77835554.75,43627802.08,84056034.85,31331249.66,136613446.1,63498613.69,147092132.7,62591818.74,137646644.7,73305588.29,146208.5469
9.637,969.56976,-,19849955.92,,,5,7757307.049,9135426.302,4462992.18,6845687.43,5369931.062,6149041.074,11027269.88,17370795.13,19052241.22,15269459.99,19849955.92,12517917.86,106597.3568
9.64,1598.13586,-,12280817.5,,,6,2668969.012,3136723.484,4424069.025,2936448.279,3704211.902,1484654.072,11418631.65,4677966.432,12280817.5,3968704.84,11054694.4,7449143.51,60027.52071
9.643,1572.12207,-,30196229.7,,,6,5667117.862,6653110.306,7345467.654,10083406.38,9155234.097,3121434.959,30196229.7,7497772.434,21636577.81,9934209.736,18070205.99,9833873.217,61457.89872
9.664,1593.09106,-,15149958.45,,,9,4010894.392,3114681.225,3490210.781,6000195.447,4250085.836,1705650.472,14875121.52,6798747.49,15149958.45,5108059.922,9162948.302,13350110.26,83624.03105
9.681,580.49518,-,17084045.24,,,2,7145329.219,7261933.329,8583357.371,10659013.98,7836906.287,6628537.47,14924257.58,7992324.044,14470375.86,10489690.49,17084045.24,13195602.58,51079.19659
9.689,740.50061,-,18197223.16,,,4,14237847.02,13281129.77,18197223.16,8378092.743,8371872.026,1505686.929,1405019.85,1012678.207,1886597.933,1200734.203,1340031.837,1303199.234,59426.76052
9.691,393.37387,-,25122696.97,,,9,15647602.43,17276764.02,17170290.18,18432461.22,16224478.45,19455723.41,21122226.66,21540543.83,24467769.36,25122696.97,20195931.01,19279068.32,7383830.779
9.7,641.54907,+,11308355.61,,,2,1517465.965,1671165.875,3032109.554,3044073.364,1534550.723,1828887.685,5829786.019,5642681.697,6160201.613,11308355.61,5590397.002,9553524.43,62114.26169
9.709,666.48175,+,33973685.57,,,8,9238784.559,14286582.21,12585181.32,21172411.14,15026398.07,19124847.1,10667083.4,31035882.41,15075704.9,33973685.57,20028253.02,29796589.47,122324.5644
9.714,1493.12939,-,109790589.5,,,12,20698721.72,47089937.48,35403963.12,63709945.85,27572662.76,31944521.97,109790589.5,66832241.52,73270843.36,66067833.73,65406663,92968926.2,53707.96955
9.719,747.56689,-,415902278.5,,,12,114410333,263313487.7,160146556.5,290560290.5,131337660.2,165909684.6,311136383.5,306493337.1,269582256.8,332529252.8,256587502.3,415902278.5,367527.3563
9.729,773.54431,-,928109246.2,,,6,473667947,412470392.5,9707285.843,385425464.3,558275944,437237019.9,928109246.2,709788174.1,761072353.9,604008551.1,838424192,672419123.8,182664.1184
9.75,897.58673,-,72508476.51,,,8,13779649.78,22535909.58,7515942.433,10903654.62,4834190.155,46092018.31,39594133.58,17956497.25,21509625.88,72508476.51,23460124.87,23558312.39,178986.8683
9.75,613.55475,+,20318841.34,,,3,2269345.014,5927369.715,2618546.337,3732586.962,1950877.143,4451291.597,12449600.74,7822568.339,11910937.55,12752927.44,10843288.31,20318841.34,37125.65151
9.754,821.55499,-,98415513.08,,,12,16782443.61,36074449.42,13402753.46,34263452.15,9973320.954,29873018.68,88958033.01,62832446.67,49436292.61,67631762.09,37272363.32,98415513.08,177908.2498
9.758,871.5708,-,118359686.8,,,12,53886316.8,25206919.9,59212648.24,25247286.09,65666116.5,55839638.18,80751298.44,114735653,102959445,46671409.72,118359686.8,68107635.32,178492.832
9.759,754.53455,+,1759469332,,,12,694487956.1,600327703.9,796280992.5,705998104.4,1043354478,1077163790,984442593.9,1236418381,1434164901,1604649553,1706912976,1759469332,745101.5061
9.759,563.53943,+,30000327,,,3,2351992.447,5850989.093,2854118.707,7065545.729,2766493.043,8025197.825,15246906.94,17550724.19,11642403.21,19994192.86,11808848.91,30000327,123188.5738
9.766,948.55127,-,23212250.55,,,9,8427306.494,8990447.076,11372659.62,8028522.08,13149836.61,7780530.412,18535203.17,15992796.57,18826827.13,14282981.64,23212250.55,17035588.72,275861.6268
9.771,1534.10583,-,31135718.32,,,10,6551715.249,9958573.509,7539852.35,10470785.98,10654953.96,9001969.976,31135718.32,9633508.013,28307015.09,13722575.23,24940517.94,24002051.94,139772.9177
9.772,695.461,+,75888996.71,,,11,29837665.69,26095303.81,33367368.52,38276523.2,49636068.15,58759771.51,43096426.1,60038466.3,60665177.69,74004939.94,75888996.71,62808412.65,166428.9689
9.776,1560.12231,-,9697280.214,,,3,5952758.769,4132162.295,4033171.116,6565860.786,5443534.852,5656304.074,8562143.501,7820457.47,7300289.951,7835512.849,8173299.824,9697280.214,105444.205
9.787,954.57159,-,6168785.42,,,2,3139235.121,2876143.373,4461799.682,2375037.323,5498251.206,4381091.381,3262813.605,5455975.572,2637058.886,4597071.389,3922014.603,6168785.42,226080.6285
9.79,858.54962,-,67709995.93,,,8,31495201.43,29836285.78,34775821.39,37193768.53,52992834.58,31643865.49,50967621.87,67709995.93,61686701.6,64292430.06,60937495.11,59525039.95,339237.4403
9.794,708.49884,-,20501117.28,,,3,4274393.288,10572160.39,6262724.801,11871552.9,5885931.856,4856223.41,20501117.28,11716872.04,15399746.62,12516378.67,14953681.2,16652296.02,98764.68212
9.797,802.56061,-,413251513.5,,,15,205338565,175757450.9,141779257.6,220571531,191605913.1,242934060,327176581.2,365104205.5,279975384.4,263001188.6,413251513.5,319495319.4,537839.1524
9.799,721.47845,+,37202551.95,,,6,13608031.3,14295089.93,17047986.99,16500500.09,18474905.77,23447661.09,11157102.19,34601324.55,16838912,30652177.62,22876995.93,37202551.95,190893.9142
9.824,862.5979,-,24465778.46,,,8,5900814.335,12283916.44,5454596.046,11084640.58,6077615.596,11427888.03,17422878.09,18558978.55,12958464.09,20213725.3,13701749.98,24465778.46,110639.7633
9.825,974.5658,-,7350412.575,,,3,2912206.289,3350813.349,1718944.89,4887468.688,1357323.206,5508656.638,4007272.898,5766687.788,5185588.086,6560027.356,7350412.575,6087227.609,211500.796
9.829,884.56451,-,31214662.46,,,6,15501677.09,20010815.46,13571970.64,21184984.68,21821462.97,20897313.73,17980984.59,29990947.6,18270146.44,27369580.85,24552577.59,31214662.46,331991.5842
9.831,494.56543,+,88455081.15,,,2,1082501.683,3264815.194,2017915.349,1073538.596,1618546.495,2751470.465,4099308.276,88455081.15,9166941.729,3567194.979,4044908.124,3090228.312,2871719.164
9.848,1574.13708,-,36955825.31,,,10,6965204.928,11010868.52,6643687.295,9800357.973,10194146.99,10203210.19,36955825.31,8687027.101,20129934.44,20819160.57,20078150.25,16560077.63,146457.0729
9.854,725.5144,-,26617643.54,,,4,3156891.772,7240835.436,9187527.915,11422125.12,5641890.998,3806292.045,26617643.54,11996771.33,18304803.99,15349907.69,17790283.34,15210173.96,271328.422
9.856,647.46576,-,17648868.99,,,9,9596576.28,9003919.056,4399885.453,6980958.784,5542258.626,9989869.985,14924035.6,14401717.43,13793568.23,7414373.969,17648868.99,8028752.183,188895.9028
9.86,1496.07166,-,67594980.27,,,10,23287036.45,24750813.83,28922417.5,21166180.11,31229515.71,18610469.44,67594980.27,20700765.99,51726152.16,29193863.5,50748775.09,33156723.22,131866.7565
9.863,1548.12207,-,68084384.42,,,4,13343262.91,14119867.78,14594707.45,12141762.35,20598042.35,11548624.99,68084384.42,21183775.38,16409503.77,20392129.78,39813953.38,29958018.87,139320.9722
9.863,836.58112,-,27212108.9,,,6,7631698.689,15952460.04,7883861.322,16900075.05,6970471.511,13568526.83,19510781.9,19770239.9,13914091.79,23046319.54,12528845.76,27212108.9,96168.24561
9.874,828.57684,-,99949098.09,,,3,36791522.23,55483265.75,32912713.62,63811213.9,37568930.69,44941227.12,83446600.14,98585827.02,68085756.04,94015327.57,66580224.32,99949098.09,259097.3787
9.875,655.56519,+,105579087.6,,,12,15225588.01,11498655.39,19716029.4,11562394.05,17564592.22,8042541.574,82834464.93,24629550.7,83437667.08,30758843,105579087.6,41049675.61,57614.48453
9.879,633.52313,+,48029492.07,,,12,10237806.38,14171908.25,14898375.56,17683346.14,16351946.57,11703194.35,42850142.86,21415523.87,36967896.88,24300041.83,48029492.07,36872143.86,60141.27287
9.885,390.27628,+,19400097.09,,,3,4204698.893,5658059.671,5281903.717,8213503.859,7512236.309,4850664.657,19400097.09,8398270.372,14222390.48,14361816.47,15766681.79,11026679.99,69175.21986
9.893,523.47107,+,13343322.6,,,6,5210990.88,5790187.672,4169206.601,6338647.15,6212118.708,7491726.535,12235880.78,8985660.022,9240420.834,10205558.21,9321558.781,13343322.6,149316.1177
9.911,854.53149,-,39156305.75,,,12,16854633.94,21730230.16,21362015.51,23716080.75,22484941.42,19091867.57,30144059.05,22662523.5,34711314.79,25155773.91,39156305.75,29385254.6,154535.091
9.911,930.51807,-,6421967.669,,,2,2852910.526,3237979.922,4190102.078,4345648.847,4036883.297,2472774.192,3146724.616,4337546.563,4155986.323,4243383.518,6421967.669,2293667.483,177048.8938
9.912,1504.07605,-,80017965.38,,,12,18365947.44,20586264.9,24364078.78,22951366.84,23372691.83,11085728.58,80017965.38,19207776.8,52343464.65,26968551.46,50134812.96,34151175.98,113418.1081
9.912,925.66406,-,10903266.82,,,7,2698927.429,5430882.467,3610960.05,3499620.498,4323869.936,4986278.282,9178086.04,5670651.095,9612134.154,7425636.359,10903266.82,10121223.68,160815.4779
9.913,364.26074,+,42307349.06,,,3,10653695.35,11121527.69,14090727.33,14882640.76,14154270.92,9358238.751,41979111.6,17791413.57,37828646.28,26578614.44,42307349.06,31016828.61,43861.1064
9.914,385.27332,+,59863657.39,,,10,12192628.33,16379285.24,18844829.38,20086358.8,20037465.23,11886287.21,59863657.39,21400268.02,52877667.95,26065872.69,52619889.13,36483031.81,47774.74623
9.915,473.40018,-,1036235493,,,13,588161710.2,837074807.2,619549727.4,676275297.8,740012446.7,689772675.8,576462464.7,686317321.1,663808958.4,1036235493,697979957.2,736048949,304496085.8
9.915,607.50806,+,128042686,,,12,27259762.03,33180596.78,44331782.28,45518333,39598956.84,25836536.6,128042686,49998700.24,115289457.4,63313283.32,126011191.6,82132989.03,61826.44435
9.926,1478.05994,-,67022353.36,,,9,17738431.34,15117825.98,22587014.16,21874516.58,23915446.18,8456230.242,67022353.36,14339152.88,47006138.24,30791524.64,47693939.84,26113016.45,91486.77035
9.934,899.64929,-,17192557.2,,,10,4300441.05,9542900.84,4815821.013,4600563.476,6315958.423,9983397.558,14975963.38,12829670.67,14176822.07,15322328.98,13685074.07,17192557.2,178121.0403
9.936,549.48749,+,233067636.8,,,12,71421777.7,114021031.5,50299690.45,110963753.9,72164381.64,117587498.7,145970963.7,212171617.7,139193894.2,174536681.4,166624066.2,233067636.8,113750.0241
9.946,910.5174,-,10695447.14,,,5,4747328.626,4249477.459,5277577.288,4390617.787,6566600.091,4715635.856,3531916.701,5864606.836,5179513.687,6199748.191,10695447.14,5765983.93,149417.459
9.947,939.5946,-,12417724.96,,,2,2026649.262,2787791.642,2637545.297,3434243.986,2693055.165,1039020.962,12417724.96,2504189.645,4030236.559,6060092.374,7237368.619,2769001.36,176143.9364
9.948,575.50311,+,419626390.5,,,14,94864981.2,133537628.4,102820711.8,153789866,85194933.81,110553502.1,218414151.9,178070940.9,157757766.4,183146985.8,207514622.4,419626390.5,852119.1097
9.948,828.51697,-,113982789.7,,,12,60892013.37,50898240.49,64129268.47,57832908.61,71222674.79,37419371.09,94586664.07,60462827.9,95246482.06,65849571.14,113982789.7,68594877.13,116284.8521
9.955,804.58759,+,55464610.32,,,11,6455298.35,14325302.75,6548807.233,19487794.81,8917302.493,15730952.25,23403340.93,26416590.16,22709734.86,41031833.44,26659122.07,55464610.32,38157.75966
9.958,1492.06946,-,9384883.543,,,3,2057677.023,3717878.659,1195249.521,4132498.666,1436225.843,2292322.151,9384883.543,4231040.872,2855492.65,5190024.078,3355657.612,6976487.571,112527.7615
9.962,683.46179,+,8189169.521,,,2,1234981.848,2820369.877,1960319.868,2944864.875,1968533.263,4627110.201,1303842.113,5854335.06,2248102.996,8189169.521,3220478.557,6611220.106,45436.2402
9.969,846.48279,-,6339503.209,,,5,2032427.935,2845097.467,2335382.207,3497083.34,1909569.035,4197334.717,2833203.449,2803365.656,1986043.298,4162659.785,2284060.564,6339503.209,190048.5199
9.976,1388.0564,-,13438839.2,,,3,1529998.93,6641490.949,1715081.946,8627143.308,2574077.241,3863852.625,9441631.85,6828646.064,4072573.918,7384906.861,5095694.532,13438839.2,100646.9854
9.978,796.51172,-,64884458.18,,,16,19520142.67,27169510.39,18140517.46,31730033.63,35416298.52,51171364.02,20117956.22,40727077.34,16712114.91,64884458.18,46925976.05,49772660.82,262864.3236
9.979,1538.09595,-,10853114.7,,,2,1190639.811,1027968.11,1370604.632,1761788.289,1538436.31,582113.9061,10853114.7,743789.9493,3699385.413,1899489.516,4693269.601,5446854.195,104616.1113
9.98,1414.07275,-,15704850.63,,,5,2320887.475,6484810.745,2113735.029,8223302.697,2237819.058,3265805.103,13833913.57,6970710.639,7993357.297,8940798.997,7139497.249,15704850.63,97458.46248
9.988,913.66309,-,14747153.75,,,5,1681606.646,4822050.486,1992833.09,1095921.152,2781449.723,2647067.536,10217409.84,10004143.65,10972454.16,6855768.148,14747153.75,11102185.56,142726.9409
9.988,872.49829,-,8581423.725,,,3,4318319.458,5597838.197,1115984.42,8581423.725,5478136.659,4878778.859,5922086.945,6694375.45,4007511.078,6109502.622,5950441.935,3097869.604,155914.577
9.989,969.56909,-,52395671.02,,,12,18324364.58,16269391.24,19107029.88,17462594.15,16965711.05,18093202.83,46738451.21,31833539.89,49716694.81,36401787.18,52395671.02,38595202.53,98924.21265
9.994,1233.78247,-,18421400.8,,,11,2163672.121,6053939.55,2629310.281,7691787.187,2315530.246,4131397.538,17968119.87,9775208.002,10404955.1,10678196.94,8387465.66,18421400.8,159297.9841
9.995,783.57489,-,30846924.81,,,5,7365663.831,14995357.34,9570754.649,15748660.35,9748285.868,16189653.39,11915867.44,20909589.47,13977331.37,25444708.14,14861000.26,30846924.81,92347.66008
9.999,913.58441,+,12773145.4,,,2,6533631.148,3323327.492,6923152.843,8879250.123,6868774.713,10929318.29,6641316.799,7650028.024,8690456.172,4572478.444,8133131.093,12773145.4,91117.17002
10,744.56525,-,40650397.67,,,9,10465044.22,25698179,12771218.65,30416950.08,13743104.27,23102223.74,16700358.85,36638125.52,19648756.05,38391545.14,20088921.29,40650397.67,97377.52194
10.006,918.58588,-,4094618.596,,,2,1658025.354,2582019.008,1548721.99,2953155.76,1922497.284,2910084.129,2022929.727,4094618.596,3183097.719,4060410.502,3102383.473,3953451.047,81741.35238
10.015,1259.79675,-,15815864.03,,,10,1450255.339,7437843.857,2317337.033,7622725.348,1057061.371,4299575.949,8350773.489,11158278.04,5577398.832,14652518.89,6184114.488,15815864.03,144723.5313
10.023,809.55682,-,65750001.23,,,2,19398277.68,18197407.54,18800851.49,22049331.23,24647856.95,20055547.93,65750001.23,24837682.02,50744625.55,15668462.88,52398100.73,41329070.67,76255.94628
10.027,848.61365,+,17674330.57,,,11,5646897.008,6584263.813,4990144.362,8582290.225,6930409.153,3751579.574,16065328.91,13266069.11,16317786.63,16066887.55,12823948.65,17674330.57,147374.2281
10.033,864.5235,+,6237319.387,,,2,3027211.419,2815716.726,3949334.24,2744861.356,6237319.387,5115843.688,1370551.35,4830953.019,1718750.047,4316238.327,2680591.765,1871682.472,1015959.887
10.04,724.57489,-,14784637.08,,,2,3697690.84,1777077.648,5055602.786,1799296.745,5581690.1,915439.1701,14784637.08,1961614.877,9872895.669,2505119.843,10719452.39,3063286.382,79623.34285
10.042,718.56616,+,122027018.9,,,3,13574891.27,36384465.17,5763941.449,55331605.91,32077545.12,29479984.59,60510214.7,65107417.5,53985683.14,33494488.73,19585959.28,122027018.9,155778.3078
10.059,677.54938,+,7379405.595,,,2,1999156.391,841412.7979,2222942.543,1384395.534,2769990.519,1128817.645,4307041.575,2285761.499,7117102.319,2912265.609,7379405.595,3660224.283,111267.5053
10.065,736.52399,+,13185353.81,,,6,1441712.288,4489265.466,2276704.59,7262575.125,3090892.129,3978497.412,6906831.8,10680926.43,5393019.01,8117545.599,8367952.12,13185353.81,86244.9055
10.066,862.55444,+,43580711.6,,,14,11943247.15,7815143.573,16161520.92,10531509.7,8955241.677,9604424.486,19911514.88,15034428.65,27497970,21787498.16,43580711.6,15339181.45,148276.1291
10.068,617.55023,+,42360616.53,,,8,6607507.441,9030112.687,10742548.81,3957587.249,6586230.838,9391891.306,41100813.81,21206184.24,29439861.57,24267134.56,40081439.78,42360616.53,121618.6335
10.069,738.50342,+,72758614.81,,,10,16524669.03,14671396.35,19285128.71,27097423.75,23141350.79,55085425.69,30766417.33,42765436.88,40138974.46,44747687.23,48621160.71,72758614.81,146043.8808
10.07,924.59583,-,22903122.91,,,9,8329304.478,8402242.208,9801254.963,7045014.746,9786559.216,6037807.096,22903122.91,10422860.15,19670877.71,13308824.93,17386563.72,12595160.22,106414.4907
10.073,764.51892,+,38587618.87,,,12,11752229.09,12958106.78,12018637.73,18549928.04,17506831.6,18487762.44,19864951.87,28556715.22,29692323.69,30313442.39,32774904.71,38587618.87,131733.0307
10.076,601.51892,+,113264669.1,,,12,23691399.8,30208415.97,26992832.64,47624183.94,36742707.64,41317468.48,90076009.79,69582530.72,98054430.93,80398527.87,89364796.31,113264669.1,147808.6399
10.076,910.58063,-,11738528.98,,,11,5687035.144,5217705.648,5101705.405,5038836.531,7197773.556,5419485.717,10812926.53,8595948.75,11738528.98,8637793.515,10491587.3,8214992.315,111847.197
10.084,1207.77075,-,12534490.32,,,8,2021926.907,4176356.522,3247406.496,5075739.914,1838917.1,2821815.538,12534490.32,7144062.62,9629381.138,9245113.223,10026139.56,10693477.23,82560.89312
10.094,1498.08716,-,8966721.644,,,2,1672092.85,3255327.811,3143732.349,3054597.147,2306575.776,2283967.084,8966721.644,2810706.166,6425536.503,4396144.642,5530630.284,6532935.056,86757.97842
10.125,679.4668,+,9999295.974,,,2,2872629.069,2465389.761,2319839.032,4889308.441,3069549.365,5108793.497,2441724.951,6754306.854,2939226.285,9999295.974,6029439.539,8298626.194,73808.31395
10.128,689.56104,-,32324859.41,,,9,5381491.646,20495428.56,8570354.71,22235720.84,5405225.1,13714463.51,20962720.73,27394114.43,15934527.41,24754763.44,13283378.33,32324859.41,72224.61635
10.13,1454.06177,-,5749545.13,,,2,1252690.708,1648131.694,1641667.992,2355429.074,897511.228,1719981.763,5749545.13,1930614.479,2117397.025,1575612.211,1627047.772,4196727,113262.8292
10.144,1480.09387,-,8589907.217,,,3,1508017.925,1495635.161,1779912.002,2960395.509,1415872.724,309354.8102,8589907.217,2385995.104,2939738.644,2363123.521,3342296.46,2361817.888,67384.38241
10.146,804.58759,+,56785675.5,,,10,6160321.532,15256064.61,6014929.01,16658598.43,9354100.446,17713024.26,25128859.58,27726207.95,17136919.82,37132496.04,22367601.28,56785675.5,69770.73395
10.173,643.56567,+,83945477.73,,,12,12223436.21,17112098.51,14302157.82,15822788.76,15431163.7,13112192.66,83945477.73,40294473.06,63740719.65,48117397.09,76047595.08,67510052.97,58361.71245
10.176,850.5545,+,31962491.06,,,10,10587591.36,11629407.62,9644977.988,10837160.93,16825094.32,17251775.02,4018781.177,21714284.33,15370034.06,24612961.82,23254904.64,31962491.06,422217.6477
10.177,774.58954,+,301181709.1,,,2,40485058.2,111649533.1,47150988.11,100682279.9,89286776.2,104393923,146016085.7,185508036,138952537.7,213289635.4,178841498.9,301181709.1,94792.96228
10.177,683.46259,+,9371010.867,,,2,2758805.055,4446017.52,4967414.064,4328267.66,4858727.425,6523591.767,3927633.434,8496648.801,5232516.385,9371010.867,8704781.555,8239846.912,71555.17411
10.178,1460.0686,-,6858955.774,,,6,1189629.177,2435288.597,830896.2936,2321145.99,1238426.039,1599824.603,6858955.774,3824223.316,3539606.167,2546286.573,2194925.357,5844513.245,80093.08716
10.178,983.5838,-,5973160.687,,,4,1940736.788,1836180.885,2280620.051,1083950.012,2013666.659,1009980.611,5516181.456,2573251.436,4285042.414,3277959.641,5973160.687,3372582.941,73539.50047
10.189,1434.05359,-,3804003.936,,,2,546683.3357,2481850.049,521183.1087,1100037.865,701251.771,1308964.586,3804003.936,1011234.58,1821301.102,961005.1694,1924348.15,2865020.863,93478.77144
10.191,901.58203,-,274933032.6,,,12,51522559.18,59736780,55827347.37,47934608.37,50310391.94,35177689.64,274933032.6,88733599.48,165826625.8,106548123.8,180203032.1,144160953.5,76289.31086
10.195,912.59546,-,23897071.97,,,3,3931038.142,8086479.807,3859505.747,8599128.856,5413955.688,11173351.44,7329678.744,13623249.85,8688451.299,12007691.15,8489837.137,23897071.97,111214.1752
10.195,1510.10229,-,10784014.21,,,5,1603831.059,10150299.54,757012.1879,5154807.171,2654010.662,2649127.647,10784014.21,6993034.107,5881197.538,5457821.433,5596230.893,10265653.67,70590.86837
10.197,838.59778,-,64812321.75,,,12,19338660.68,29744710.63,15117782.44,30626028.78,18315494.09,30743510.62,52480655.52,39216151.82,35928652.36,44128701.8,32099496.92,64812321.75,78672.57083
10.204,779.56378,-,131667075.6,,,8,38865155.95,81358468.35,49933263.12,85172931.4,45233345.88,54127717.68,131667075.6,110876796.4,109414890,105898568.4,101659134.9,125973551,62730.92309
10.204,676.49341,-,15699335.32,,,5,1194778.749,7355270.453,1417877.328,9429763.86,1973678.294,8911824.004,4838021.455,8523206.382,2934251.127,9555277.414,2687498.635,15699335.32,81013.48921
